Timestamp_Shimmer;Skin_Conductance;Skin_Resistance;PPG_A13
15.452.105.102.539.000;17.403.823.373.972.600;574.586.387.434.555;252.014.652.014.652
15.453.105.163.574.200;1.744.027.117.161.440;5.733.855.799.373.040;25.274.725.274.725.200
15.454.105.224.609.300;1.744.027.117.161.440;5.733.855.799.373.040;252.014.652.014.652
15.455.105.285.644.500;1.744.027.117.161.440;5.733.855.799.373.040;252.014.652.014.652
15.456.105.346.679.600;1.744.027.117.161.440;5.733.855.799.373.040;25.274.725.274.725.200
15.457.105.407.714.800;1.744.027.117.161.440;5.733.855.799.373.040;252.014.652.014.652
1.545.810.546.875;17.403.823.373.972.600;574.586.387.434.555;2.476.190.476.190.470
15.459.105.529.785.100;17.403.823.373.972.600;574.586.387.434.555;252.014.652.014.652
15.460.105.590.820.300;1.744.027.117.161.440;5.733.855.799.373.040;252.014.652.014.652
15.461.105.651.855.400;17.403.823.373.972.600;574.586.387.434.555;252.014.652.014.652
15.462.105.712.890.600;1.744.027.117.161.440;5.733.855.799.373.040;252.014.652.014.652
15.463.105.773.925.700;17.403.823.373.972.600;574.586.387.434.555;252.014.652.014.652
15.464.105.834.960.900;17.403.823.373.972.600;574.586.387.434.555;252.014.652.014.652
15.465.105.895.996.000;17.367.375.576.330.700;5.757.922.350.472.190;25.128.205.128.205.100
1.546.610.595.703.120;17.403.823.373.972.600;574.586.387.434.555;252.014.652.014.652
15.467.106.018.066.400;17.403.823.373.972.600;574.586.387.434.555;252.014.652.014.652
15.468.106.079.101.500;17.403.823.373.972.600;574.586.387.434.555;25.128.205.128.205.100
15.469.106.140.136.700;17.367.375.576.330.700;5.757.922.350.472.190;252.014.652.014.652
15.470.106.201.171.800;17.403.823.373.972.600;574.586.387.434.555;25.054.945.054.945.000
15.471.106.262.207.000;17.403.823.373.972.600;574.586.387.434.555;25.054.945.054.945.000
15.472.106.323.242.100;17.403.823.373.972.600;574.586.387.434.555;25.054.945.054.945.000
15.473.106.384.277.300;17.367.375.576.330.700;5.757.922.350.472.190;2.498.168.498.168.490
154.741.064.453.125;17.367.375.576.330.700;5.757.922.350.472.190;25.128.205.128.205.100
15.475.106.506.347.600;17.403.823.373.972.600;574.586.387.434.555;25.128.205.128.205.100
15.476.106.567.382.800;17.367.375.576.330.700;5.757.922.350.472.190;25.054.945.054.945.000
15.477.106.628.417.900;17.403.823.373.972.600;574.586.387.434.555;25.054.945.054.945.000
15.478.106.689.453.100;17.367.375.576.330.700;5.757.922.350.472.190;25.054.945.054.945.000
15.479.106.750.488.200;17.367.375.576.330.700;5.757.922.350.472.190;25.054.945.054.945.000
15.480.106.811.523.400;17.367.375.576.330.700;5.757.922.350.472.190;25.054.945.054.945.000
15.481.106.872.558.500;17.367.375.576.330.700;5.757.922.350.472.190;25.128.205.128.205.100
1.548.210.693.359.370;17.367.375.576.330.700;5.757.922.350.472.190;25.128.205.128.205.100
15.483.106.994.628.900;17.367.375.576.330.700;5.757.922.350.472.190;25.054.945.054.945.000
15.484.107.055.664.000;17.367.375.576.330.700;5.757.922.350.472.190;25.054.945.054.945.000
15.485.107.116.699.200;1.733.092.777.868.890;57.700.315.457.413.200;25.054.945.054.945.000
15.486.107.177.734.300;17.367.375.576.330.700;5.757.922.350.472.190;25.347.985.347.985.300
15.487.107.238.769.500;1.733.092.777.868.890;57.700.315.457.413.200;25.054.945.054.945.000
15.488.107.299.804.600;1.733.092.777.868.890;57.700.315.457.413.200;25.054.945.054.945.000
15.489.107.360.839.800;1.733.092.777.868.890;57.700.315.457.413.200;2.498.168.498.168.490
15.490.107.421.875;1.733.092.777.868.890;57.700.315.457.413.200;2.498.168.498.168.490
15.491.107.482.910.100;1.733.092.777.868.890;57.700.315.457.413.200;25.054.945.054.945.000
15.492.107.543.945.300;1.733.092.777.868.890;57.700.315.457.413.200;25.054.945.054.945.000
15.493.107.604.980.400;1.733.092.777.868.890;57.700.315.457.413.200;2.498.168.498.168.490
15.494.107.666.015.600;1.733.092.777.868.890;57.700.315.457.413.200;2.498.168.498.168.490
15.495.107.727.050.700;1.733.092.777.868.890;57.700.315.457.413.200;25.054.945.054.945.000
15.496.107.788.085.900;1.733.092.777.868.890;57.700.315.457.413.200;25.054.945.054.945.000
15.497.107.849.121.000;17.294.479.981.047.100;5.782.191.780.821.910;25.128.205.128.205.100
1.549.810.791.015.620;17.294.479.981.047.100;5.782.191.780.821.910;2.498.168.498.168.490
15.499.107.971.191.400;17.294.479.981.047.100;5.782.191.780.821.910;25.128.205.128.205.100
15.500.108.032.226.500;17.294.479.981.047.100;5.782.191.780.821.910;2.498.168.498.168.490
15.501.108.093.261.700;1.733.092.777.868.890;57.700.315.457.413.200;2.498.168.498.168.490
15.502.108.154.296.800;17.294.479.981.047.100;5.782.191.780.821.910;24.908.424.908.424.900
15.503.108.215.332.000;17.258.032.183.405.300;57.944.033.790.918.600;2.498.168.498.168.490
15.504.108.276.367.100;17.294.479.981.047.100;5.782.191.780.821.910;2.498.168.498.168.490
15.505.108.337.402.300;17.294.479.981.047.100;5.782.191.780.821.910;25.054.945.054.945.000
155.061.083.984.375;17.294.479.981.047.100;5.782.191.780.821.910;24.908.424.908.424.900
15.507.108.459.472.600;17.294.479.981.047.100;5.782.191.780.821.910;2.498.168.498.168.490
15.508.108.520.507.800;17.294.479.981.047.100;5.782.191.780.821.910;25.054.945.054.945.000
15.509.108.581.542.900;17.258.032.183.405.300;57.944.033.790.918.600;2.498.168.498.168.490
15.510.108.642.578.100;17.258.032.183.405.300;57.944.033.790.918.600;24.835.164.835.164.800
15.511.108.703.613.200;17.294.479.981.047.100;5.782.191.780.821.910;24.908.424.908.424.900
15.512.108.764.648.400;17.294.479.981.047.100;5.782.191.780.821.910;25.054.945.054.945.000
15.513.108.825.683.500;17.258.032.183.405.300;57.944.033.790.918.600;24.835.164.835.164.800
1.551.410.888.671.870;17.258.032.183.405.300;57.944.033.790.918.600;2.498.168.498.168.490
15.515.108.947.753.900;17.258.032.183.405.300;57.944.033.790.918.600;252.014.652.014.652
15.516.109.008.789.000;17.258.032.183.405.300;57.944.033.790.918.600;25.054.945.054.945.000
15.517.109.069.824.200;1.722.158.438.576.340;5.806.666.666.666.660;25.054.945.054.945.000
15.518.109.130.859.300;17.258.032.183.405.300;57.944.033.790.918.600;2.498.168.498.168.490
15.519.109.191.894.500;17.258.032.183.405.300;57.944.033.790.918.600;25.054.945.054.945.000
15.520.109.252.929.600;17.258.032.183.405.300;57.944.033.790.918.600;2.498.168.498.168.490
15.521.109.313.964.800;17.294.479.981.047.100;5.782.191.780.821.910;2.498.168.498.168.490
15.522.109.375;17.258.032.183.405.300;57.944.033.790.918.600;25.274.725.274.725.200
15.523.109.436.035.100;17.258.032.183.405.300;57.944.033.790.918.600;25.054.945.054.945.000
15.524.109.497.070.300;1.722.158.438.576.340;5.806.666.666.666.660;2.498.168.498.168.490
15.525.109.558.105.400;1.722.158.438.576.340;5.806.666.666.666.660;25.128.205.128.205.100
15.526.109.619.140.600;1.722.158.438.576.340;5.806.666.666.666.660;25.054.945.054.945.000
15.527.109.680.175.700;17.185.136.588.121.600;58.189.819.724.284.200;25.054.945.054.945.000
15.528.109.741.210.900;17.185.136.588.121.600;58.189.819.724.284.200;2.498.168.498.168.490
15.529.109.802.246.000;1.722.158.438.576.340;5.806.666.666.666.660;2.498.168.498.168.490
1.553.010.986.328.120;1.722.158.438.576.340;5.806.666.666.666.660;252.014.652.014.652
15.531.109.924.316.400;17.185.136.588.121.600;58.189.819.724.284.200;25.054.945.054.945.000
15.532.109.985.351.500;17.185.136.588.121.600;58.189.819.724.284.200;25.054.945.054.945.000
15.533.110.046.386.700;1.722.158.438.576.340;5.806.666.666.666.660;25.054.945.054.945.000
15.534.110.107.421.800;1.722.158.438.576.340;5.806.666.666.666.660;25.128.205.128.205.100
15.535.110.168.457.000;17.185.136.588.121.600;58.189.819.724.284.200;25.054.945.054.945.000
15.536.110.229.492.100;1.722.158.438.576.340;5.806.666.666.666.660;25.054.945.054.945.000
15.537.110.290.527.300;1.722.158.438.576.340;5.806.666.666.666.660;25.054.945.054.945.000
155.381.103.515.625;1.722.158.438.576.340;5.806.666.666.666.660;25.128.205.128.205.100
15.539.110.412.597.600;17.185.136.588.121.600;58.189.819.724.284.200;25.054.945.054.945.000
15.540.110.473.632.800;17.185.136.588.121.600;58.189.819.724.284.200;25.054.945.054.945.000
15.541.110.534.667.900;17.148.688.790.479.800;58.313.496.280.552.600;2.498.168.498.168.490
15.542.110.595.703.100;17.148.688.790.479.800;58.313.496.280.552.600;2.498.168.498.168.490
15.543.110.656.738.200;17.148.688.790.479.800;58.313.496.280.552.600;2.498.168.498.168.490
15.544.110.717.773.400;17.148.688.790.479.800;58.313.496.280.552.600;24.908.424.908.424.900
15.545.110.778.808.500;17.148.688.790.479.800;58.313.496.280.552.600;2.498.168.498.168.490
1.554.611.083.984.370;17.148.688.790.479.800;58.313.496.280.552.600;25.054.945.054.945.000
15.547.110.900.878.900;17.112.240.992.838.000;5.843.769.968.051.110;25.054.945.054.945.000
15.548.110.961.914.000;17.112.240.992.838.000;5.843.769.968.051.110;25.274.725.274.725.200
15.549.111.022.949.200;17.112.240.992.838.000;5.843.769.968.051.110;25.128.205.128.205.100
15.550.111.083.984.300;17.112.240.992.838.000;5.843.769.968.051.110;2.498.168.498.168.490
15.551.111.145.019.500;17.112.240.992.838.000;5.843.769.968.051.110;25.054.945.054.945.000
15.552.111.206.054.600;17.112.240.992.838.000;5.843.769.968.051.110;25.128.205.128.205.100
15.553.111.267.089.800;1.707.579.319.519.610;5.856.243.329.775.880;25.054.945.054.945.000
15.554.111.328.125;1.707.579.319.519.610;5.856.243.329.775.880;252.014.652.014.652
15.555.111.389.160.100;17.112.240.992.838.000;5.843.769.968.051.110;25.274.725.274.725.200
15.556.111.450.195.300;1.707.579.319.519.610;5.856.243.329.775.880;252.014.652.014.652
15.557.111.511.230.400;1.707.579.319.519.610;5.856.243.329.775.880;25.347.985.347.985.300
15.558.111.572.265.600;1.707.579.319.519.610;5.856.243.329.775.880;25.347.985.347.985.300
15.559.111.633.300.700;17.112.240.992.838.000;5.843.769.968.051.110;2.542.124.542.124.540
15.560.111.694.335.900;1.707.579.319.519.610;5.856.243.329.775.880;25.128.205.128.205.100
15.561.111.755.371.000;17.039.345.397.554.300;58.687.700.534.759.300;2.542.124.542.124.540
1.556.211.181.640.620;1.707.579.319.519.610;5.856.243.329.775.880;2.542.124.542.124.540
15.563.111.877.441.400;17.039.345.397.554.300;58.687.700.534.759.300;2.542.124.542.124.540
15.564.111.938.476.500;17.039.345.397.554.300;58.687.700.534.759.300;25.347.985.347.985.300
15.565.111.999.511.700;1.707.579.319.519.610;5.856.243.329.775.880;25.347.985.347.985.300
15.566.112.060.546.800;17.039.345.397.554.300;58.687.700.534.759.300;25.347.985.347.985.300
15.567.112.121.582.000;17.039.345.397.554.300;58.687.700.534.759.300;2.542.124.542.124.540
15.568.112.182.617.100;17.039.345.397.554.300;58.687.700.534.759.300;2.542.124.542.124.540
15.569.112.243.652.300;17.002.897.599.912.500;5.881.350.482.315.110;2.542.124.542.124.540
155.701.123.046.875;17.002.897.599.912.500;5.881.350.482.315.110;25.494.505.494.505.400
15.571.112.365.722.600;17.002.897.599.912.500;5.881.350.482.315.110;2.542.124.542.124.540
15.572.112.426.757.800;17.002.897.599.912.500;5.881.350.482.315.110;2.542.124.542.124.540
15.573.112.487.792.900;17.002.897.599.912.500;5.881.350.482.315.110;25.494.505.494.505.400
15.574.112.548.828.100;16.966.449.802.270.600;5.893.984.962.406.010;25.567.765.567.765.500
15.575.112.609.863.200;17.002.897.599.912.500;5.881.350.482.315.110;25.494.505.494.505.400
15.576.112.670.898.400;16.966.449.802.270.600;5.893.984.962.406.010;25.494.505.494.505.400
15.577.112.731.933.500;16.966.449.802.270.600;5.893.984.962.406.010;25.494.505.494.505.400
1.557.811.279.296.870;16.966.449.802.270.600;5.893.984.962.406.010;25.494.505.494.505.400
15.579.112.854.003.900;16.966.449.802.270.600;5.893.984.962.406.010;25.494.505.494.505.400
15.580.112.915.039.000;16.966.449.802.270.600;5.893.984.962.406.010;25.567.765.567.765.500
15.581.112.976.074.200;16.966.449.802.270.600;5.893.984.962.406.010;25.494.505.494.505.400
15.582.113.037.109.300;16.966.449.802.270.600;5.893.984.962.406.010;25.494.505.494.505.400
15.583.113.098.144.500;16.966.449.802.270.600;5.893.984.962.406.010;25.494.505.494.505.400
15.584.113.159.179.600;16.966.449.802.270.600;5.893.984.962.406.010;25.567.765.567.765.500
15.585.113.220.214.800;1.693.000.200.462.880;5.906.673.842.841.760;25.567.765.567.765.500
1.558.611.328.125;16.966.449.802.270.600;5.893.984.962.406.010;25.567.765.567.765.500
15.587.113.342.285.100;16.966.449.802.270.600;5.893.984.962.406.010;2.564.102.564.102.560
15.588.113.403.320.300;1.693.000.200.462.880;5.906.673.842.841.760;25.567.765.567.765.500
15.589.113.464.355.400;1.693.000.200.462.880;5.906.673.842.841.760;2.564.102.564.102.560
15.590.113.525.390.600;1.693.000.200.462.880;5.906.673.842.841.760;25.567.765.567.765.500
15.591.113.586.425.700;1.693.000.200.462.880;5.906.673.842.841.760;2.564.102.564.102.560
15.592.113.647.460.900;1.693.000.200.462.880;5.906.673.842.841.760;2.564.102.564.102.560
15.593.113.708.496.000;1.693.000.200.462.880;5.906.673.842.841.760;2.571.428.571.428.570
1.559.411.376.953.120;1.693.000.200.462.880;5.906.673.842.841.760;25.494.505.494.505.400
15.595.113.830.566.400;1.693.000.200.462.880;5.906.673.842.841.760;2.571.428.571.428.570
15.596.113.891.601.500;1.693.000.200.462.880;5.906.673.842.841.760;2.564.102.564.102.560
15.597.113.952.636.700;16.966.449.802.270.600;5.893.984.962.406.010;25.787.545.787.545.700
15.598.114.013.671.800;16.966.449.802.270.600;5.893.984.962.406.010;2.571.428.571.428.570
15.599.114.074.707.000;1.693.000.200.462.880;5.906.673.842.841.760;2.571.428.571.428.570
15.600.114.135.742.100;1.693.000.200.462.880;5.906.673.842.841.760;25.787.545.787.545.700
15.601.114.196.777.300;16.966.449.802.270.600;5.893.984.962.406.010;25.860.805.860.805.800
156.021.142.578.125;16.966.449.802.270.600;5.893.984.962.406.010;25.787.545.787.545.700
15.603.114.318.847.600;16.966.449.802.270.600;5.893.984.962.406.010;26.227.106.227.106.200
15.604.114.379.882.800;17.002.897.599.912.500;5.881.350.482.315.110;25.787.545.787.545.700
15.605.114.440.917.900;17.002.897.599.912.500;5.881.350.482.315.110;25.787.545.787.545.700
15.606.114.501.953.100;17.002.897.599.912.500;5.881.350.482.315.110;25.787.545.787.545.700
15.607.114.562.988.200;17.039.345.397.554.300;58.687.700.534.759.300;25.787.545.787.545.700
15.608.114.624.023.400;17.039.345.397.554.300;58.687.700.534.759.300;2.571.428.571.428.570
15.609.114.685.058.500;17.039.345.397.554.300;58.687.700.534.759.300;25.787.545.787.545.700
1.561.011.474.609.370;17.039.345.397.554.300;58.687.700.534.759.300;25.787.545.787.545.700
15.611.114.807.128.900;1.707.579.319.519.610;5.856.243.329.775.880;25.934.065.934.065.900
15.612.114.868.164.000;1.707.579.319.519.610;5.856.243.329.775.880;25.860.805.860.805.800
15.613.114.929.199.200;17.112.240.992.838.000;5.843.769.968.051.110;25.860.805.860.805.800
15.614.114.990.234.300;17.112.240.992.838.000;5.843.769.968.051.110;25.567.765.567.765.500
15.615.115.051.269.500;17.112.240.992.838.000;5.843.769.968.051.110;2.564.102.564.102.560
15.616.115.112.304.600;17.112.240.992.838.000;5.843.769.968.051.110;2.564.102.564.102.560
15.617.115.173.339.800;17.148.688.790.479.800;58.313.496.280.552.600;2.564.102.564.102.560
15.618.115.234.375;17.148.688.790.479.800;58.313.496.280.552.600;2.564.102.564.102.560
15.619.115.295.410.100;17.185.136.588.121.600;58.189.819.724.284.200;2.564.102.564.102.560
15.620.115.356.445.300;17.148.688.790.479.800;58.313.496.280.552.600;2.564.102.564.102.560
15.621.115.417.480.400;17.148.688.790.479.800;58.313.496.280.552.600;2.571.428.571.428.570
15.622.115.478.515.600;17.185.136.588.121.600;58.189.819.724.284.200;25.567.765.567.765.500
15.623.115.539.550.700;17.185.136.588.121.600;58.189.819.724.284.200;25.860.805.860.805.800
15.624.115.600.585.900;17.185.136.588.121.600;58.189.819.724.284.200;25.787.545.787.545.700
15.625.115.661.621.000;17.185.136.588.121.600;58.189.819.724.284.200;2.571.428.571.428.570
1.562.611.572.265.620;17.185.136.588.121.600;58.189.819.724.284.200;2.571.428.571.428.570
15.627.115.783.691.400;17.148.688.790.479.800;58.313.496.280.552.600;2.571.428.571.428.570
15.628.115.844.726.500;17.185.136.588.121.600;58.189.819.724.284.200;25.787.545.787.545.700
15.629.115.905.761.700;17.185.136.588.121.600;58.189.819.724.284.200;2.564.102.564.102.560
15.630.115.966.796.800;17.185.136.588.121.600;58.189.819.724.284.200;2.571.428.571.428.570
15.631.116.027.832.000;17.148.688.790.479.800;58.313.496.280.552.600;25.787.545.787.545.700
15.632.116.088.867.100;17.148.688.790.479.800;58.313.496.280.552.600;25.787.545.787.545.700
15.633.116.149.902.300;17.148.688.790.479.800;58.313.496.280.552.600;25.787.545.787.545.700
156.341.162.109.375;17.148.688.790.479.800;58.313.496.280.552.600;25.787.545.787.545.700
15.635.116.271.972.600;17.148.688.790.479.800;58.313.496.280.552.600;25.787.545.787.545.700
15.636.116.333.007.800;17.185.136.588.121.600;58.189.819.724.284.200;25.787.545.787.545.700
15.637.116.394.042.900;17.148.688.790.479.800;58.313.496.280.552.600;25.787.545.787.545.700
15.638.116.455.078.100;17.148.688.790.479.800;58.313.496.280.552.600;25.787.545.787.545.700
15.639.116.516.113.200;17.112.240.992.838.000;5.843.769.968.051.110;25.787.545.787.545.700
15.640.116.577.148.400;17.185.136.588.121.600;58.189.819.724.284.200;25.787.545.787.545.700
15.641.116.638.183.500;1.722.158.438.576.340;5.806.666.666.666.660;26.007.326.007.326.000
1.564.211.669.921.870;17.185.136.588.121.600;58.189.819.724.284.200;25.787.545.787.545.700
15.643.116.760.253.900;1.722.158.438.576.340;5.806.666.666.666.660;25.787.545.787.545.700
15.644.116.821.289.000;17.185.136.588.121.600;58.189.819.724.284.200;25.787.545.787.545.700
15.645.116.882.324.200;17.148.688.790.479.800;58.313.496.280.552.600;25.787.545.787.545.700
15.646.116.943.359.300;17.148.688.790.479.800;58.313.496.280.552.600;25.787.545.787.545.700
15.647.117.004.394.500;17.185.136.588.121.600;58.189.819.724.284.200;25.787.545.787.545.700
15.648.117.065.429.600;17.258.032.183.405.300;57.944.033.790.918.600;25.860.805.860.805.800
15.649.117.126.464.800;1.722.158.438.576.340;5.806.666.666.666.660;25.787.545.787.545.700
156.501.171.875;1.722.158.438.576.340;5.806.666.666.666.660;25.787.545.787.545.700
15.651.117.248.535.100;17.185.136.588.121.600;58.189.819.724.284.200;25.787.545.787.545.700
15.652.117.309.570.300;17.148.688.790.479.800;58.313.496.280.552.600;25.860.805.860.805.800
